STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Uttarakhand,Pithoragarh,PMGSY-III,26,0,0,0,26,0,375.502,311.43635,0,1.9148,375.502
Uttarakhand,Tehri,PMGSY-III,18,0,3,0,15,0,164.127,140.24796,87.816,61.5148,76.31
Uttarakhand,Uttarkashi,PMGSY-I,177,26,156,21,21,5,1360.523,700.28381,1258.618,628.9239,81.795
"West Bengal",Darjeeling,PMGSY-I,155,3,155,3,0,0,768.321,527.6137,762.216,508.7473,0
"West Bengal",Darjeeling,PMGSY-III,2,0,0,0,2,0,8.297,8.7743,7.69,6.5658,0.607
"West Bengal",Hooghly,PMGSY-III,2,0,2,0,0,0,14.27,11.15557,14.228,8.7342,0
"West Bengal",Jalpaiguri,PMGSY-I,154,2,154,2,0,0,945.253,392.79428,928.005,348.2809,0
"West Bengal",Jhargram,PMGSY-II,5,0,5,0,0,0,68.099,59.2613,68.099,46.319,0
"West Bengal",Kalimpong,PMGSY-I,80,2,80,2,0,0,432.841,290.8624,427.362,285.1607,0
"West Bengal",Nadia,PMGSY-II,14,0,14,0,0,0,132.955,121.22049,132.693,97.3562,0
"West Bengal","Paschim Burdwan",PMGSY-I,66,1,66,1,0,0,273.207,104.43723,257.604,89.0336,0
"West Bengal","Paschim Burdwan",PMGSY-II,4,0,4,0,0,0,36.12,22.78042,35.679,17.8088,0
"West Bengal","Siliguri M.P.",PMGSY-II,8,0,8,0,0,0,35.022,24.46831,34.852,19.3307,0
"Andaman And Nicobar","North and Middle Andaman",PMGSY-I,32,0,32,0,0,0,60.169,24.6908,59.19,19.5518,0
"Andaman And Nicobar","North and Middle Andaman",PMGSY-II,24,0,0,0,24,0,54.67,27.7646,0,0,54.67
"Andhra Pradesh",Bapatla,PMGSY-III,12,3,3,0,9,3,82.069,87.31,29.158,13.8855,52.674
"Andhra Pradesh",Eluru,PMGSY-II,7,0,7,0,0,0,45.54,22.2167,44.101,18.5315,0
"Andhra Pradesh",Eluru,PMGSY-III,12,2,7,0,5,2,75.097,48.8486,46.007,25.7726,26.81
"Andhra Pradesh",Guntur,PMGSY-I,109,1,109,1,0,0,266.58,50.3647,273.22,49.8978,0
"Andhra Pradesh",Krishna,PMGSY-I,159,5,159,5,0,0,368.9,89.007,358.31,87.323,0
"Andhra Pradesh",Nandyal,PMGSY-II,5,0,5,0,0,0,54.93,32.6416,53.622,28.8901,0
"Andhra Pradesh",Nellore,PMGSY-III,20,2,13,0,7,2,194.37,122.57004,116.584,61.481,73.149
"Andhra Pradesh","Parvathipuram Manyam",PMGSY-III,9,0,9,0,0,0,63.085,42.31,60.676,39.4556,0
"Andhra Pradesh",Srikakulam,RCPLWEA,12,1,10,1,2,0,68.146,54.8566,63.047,49.2557,1.678
"Andhra Pradesh",Visakhapatnam,PMGSY-III,2,0,2,0,0,0,13.17,5.19998,11.89,3.5409,0
"Andhra Pradesh",Vizianagaram,PMGSY-II,11,0,11,0,0,0,80.5,40.985,79.69,34.0148,0
"Andhra Pradesh","West Godavari",PMGSY-III,7,1,3,0,4,1,45.09,50.4731,14.435,8.7055,30.14
"Arunachal Pradesh",Changlang,PMGSY-I,100,28,99,28,1,0,949.981,534.7094,937.846,524.7029,10.52
"Arunachal Pradesh","East Kameng",PMGSY-III,8,0,1,0,7,0,51.9,44.84425,7.02,10.7893,44.1
"Arunachal Pradesh","East Siang",PMGSY-III,6,2,0,0,6,2,38.1,31.727,0,10.3148,38.1
"Arunachal Pradesh","Lepa Rada",PMGSY-I,27,1,27,1,0,0,172.85,103.1735,171.339,95.712,0
"Arunachal Pradesh","Lepa Rada",PMGSY-II,6,0,6,0,0,0,21.5,20.5254,21.3,18.9872,0
"Arunachal Pradesh","Lower Dibang Valley",PMGSY-II,4,0,4,0,0,0,18,8.82247,18,7.9,0
"Arunachal Pradesh","Papum Pare",PMGSY-I,86,26,86,26,0,0,761.99,634.5073,755.51,663.7729,0
"Arunachal Pradesh","Shi Yomi",PMGSY-II,1,0,1,0,0,0,7.18,3.7164,5.295,3.0357,0
"Arunachal Pradesh",Siang,PMGSY-II,2,0,2,0,0,0,28.22,22.8833,28.22,15.9772,0
"Arunachal Pradesh","Upper Siang",PMGSY-II,2,0,2,0,0,0,11.02,4.8324,11.02,4.875,0
"Arunachal Pradesh","Upper Siang",PMGSY-III,4,0,0,0,4,0,27.1,23.69925,2.5,0,24.6
"Arunachal Pradesh","West Kameng",PMGSY-III,10,0,0,0,10,0,72.3,53.7646,0,9.3037,72.3
Assam,Barpeta,PMGSY-II,14,4,13,3,1,1,73.95,55.7711,73.92,55.2443,0.03
Assam,Bongaigaon,PMGSY-III,10,0,9,0,1,0,64.54,37.19961,62.34,24.8761,2.2
Assam,Darrang,PMGSY-III,18,4,14,2,4,2,127.182,103.81488,100.05,70.58,24.787
Assam,Dhemaji,PMGSY-I,280,126,280,126,0,0,1141.823,1150.57087,1142.147,1168.8853,0
Assam,Dibrugarh,PMGSY-II,16,4,16,4,0,0,179.97,139.6455,179.92,141.6482,0
Assam,Goalpara,PMGSY-III,20,0,18,0,2,0,143.229,112.62448,141.549,99.5289,1.59
Assam,Jorhat,PMGSY-II,10,1,10,1,0,0,61.25,53.6937,61.25,56.4897,0
Assam,Karimganj,PMGSY-I,266,53,266,53,0,0,881.413,658.02889,876.615,750.822,0
Assam,Lakhimpur,PMGSY-I,295,112,295,112,0,0,1122.903,1000.43112,1116.529,1038.759,0
Assam,Morigaon,PMGSY-III,21,2,17,0,4,2,160.73,113.02839,133.9,92.2917,25.83
Assam,Nowgaon,PMGSY-III,65,2,38,0,27,2,406.058,223.2251,311.492,143.5755,93.489
Assam,Sibsagar,PMGSY-I,530,31,530,31,0,0,1287.658,658.33483,1270.561,729.5385,0
Assam,Sibsagar,PMGSY-III,27,4,15,0,12,4,130.307,81.02929,83.995,51.6626,46.317
Bihar,Arwal,PMGSY-I,160,4,156,4,4,0,360.407,163.48724,334.228,148.071,2.251
Bihar,Bhagalpur,PMGSY-III,8,4,4,1,4,3,60.813,61.31584,37.49,42.0873,23.313
Bihar,Bhojpur,PMGSY-III,20,0,14,0,6,0,162.227,124.1181,112.827,69.9376,49.287
Bihar,Darbhanga,PMGSY-II,11,0,10,0,1,0,42.66,17.15696,42.66,16.9744,0
Bihar,"East Champaran",PMGSY-III,35,20,23,0,12,20,264.603,274.35575,211.025,187.8901,52.499
Bihar,Gaya,PMGSY-III,23,3,20,0,3,3,174.673,113.70823,139.901,65.3877,19.111
Bihar,"Kaimur (Bhabhua)",PMGSY-I,524,3,520,3,4,0,2093.072,953.02647,2016.529,821.098,23.55
Bihar,"Kaimur (Bhabhua)",PMGSY-II,5,0,5,0,0,0,41.47,25.4849,40.77,23.0513,0
Bihar,Kishanganj,PMGSY-I,305,101,305,100,0,1,1251.501,895.2539,1222.233,826.8543,0
Bihar,Lakhisarai,RCPLWEA,1,0,1,0,0,0,16.415,14.40069,16.415,10.7907,0
Bihar,Madhubani,PMGSY-I,724,33,719,32,5,1,2100.652,1425.08428,1862.887,1055.7178,5.901
Bihar,Muzaffarpur,PMGSY-II,6,0,6,0,0,0,30.699,13.00032,30.44,10.4769,0
Bihar,Muzaffarpur,RCPLWEA,25,16,24,12,1,4,358.548,521.57931,350.921,529.8283,2.428
Bihar,Nawada,PMGSY-I,680,30,675,29,5,1,1669.35,938.50001,1609.646,794.2098,9.88
Bihar,Rohtas,RCPLWEA,22,2,20,2,2,0,89.77,97.69917,85.905,74.8447,3.625
Bihar,Samastipur,PMGSY-I,671,8,665,7,6,1,1881.119,959.91127,1839.759,603.738,12.365
Bihar,Samastipur,PMGSY-II,8,0,8,0,0,0,61.95,25.77853,61.95,27.4861,0
Bihar,Samastipur,PMGSY-III,18,10,15,0,3,10,152.698,136.16185,127.34,108.5875,22.256
Bihar,Sheikhpura,PMGSY-III,1,0,1,0,0,0,5.035,2.85845,4.97,2.4786,0
Bihar,Siwan,PMGSY-II,14,0,14,0,0,0,77.452,36.19232,77.254,34.9717,0
Bihar,Supaul,PMGSY-II,4,0,4,0,0,0,26.255,12.94036,26.255,13.0723,0
Bihar,Supaul,PMGSY-III,20,13,15,8,5,5,151.835,156.20206,116.035,147.8919,32.265
Bihar,Vaishali,PMGSY-II,16,0,16,0,0,0,60.334,26.46987,60.334,24.3944,0
Bihar,"West Champaran",PMGSY-II,8,0,8,0,0,0,32.895,14.98459,31.893,15.0084,0
Chhattisgarh,Bastar,PMGSY-II,5,0,5,0,0,0,94.35,48.2962,93.05,50.364,0
Chhattisgarh,Dantewada,PMGSY-III,5,0,5,0,0,0,37.3,16.1087,37.3,13.9301,0
Chhattisgarh,Gariaband,PMGSY-I,193,23,192,21,1,2,1159.785,394.4173,1087.512,385.4531,22.55
Chhattisgarh,Jangir-Champa,PMGSY-II,14,0,14,0,0,0,128.018,87.62729,127.665,66.1556,0
Chhattisgarh,Kanker,PM-JANMAN,4,0,0,0,4,0,4.83,2.91891,0,0,4.83
Chhattisgarh,Mahasamund,PMGSY-I,292,16,292,16,0,0,1151.28,348.5009,1102.227,323.8321,0
Chhattisgarh,Mahasamund,PMGSY-II,6,0,6,0,0,0,90.57,54.0913,87.657,50.9777,0
Chhattisgarh,Mahasamund,PMGSY-III,15,0,15,0,0,0,159.505,85.94025,159.165,74.2225,0
Chhattisgarh,Mungeli,PM-JANMAN,4,0,0,0,4,0,11.25,7.33941,0,0,11.25
Chhattisgarh,Raigarh,PMGSY-I,483,22,483,22,0,0,1958.525,644.18408,1897.231,594.0403,0
Chhattisgarh,Raigarh,PMGSY-II,14,0,14,0,0,0,178.596,110.8773,173.9,91.1443,0
Chhattisgarh,Sukma,PMGSY-I,223,1,148,1,75,0,1085.595,424.92455,828.525,351.0109,252.1
Gujarat,Ahmedabad,PMGSY-II,3,0,3,0,0,0,33.48,20.5836,33.48,16.718,0
Gujarat,Ahmedabad,PMGSY-III,4,3,4,0,0,3,39.145,54.86285,37.846,16.7133,0
Gujarat,Amreli,PMGSY-II,4,0,4,0,0,0,32.24,8.7458,32.24,9.065,0
Gujarat,Amreli,PMGSY-III,9,0,8,0,1,0,76.591,44.27979,70.117,36.3691,6.588
Gujarat,Anand,PMGSY-III,9,4,9,0,0,4,87.41,53.87667,86.78,30.7055,0
Gujarat,Arvalli,PMGSY-III,9,15,7,0,2,15,105.14,127.47171,98.22,62.1252,6.92
Gujarat,Banaskantha,PMGSY-II,4,0,4,0,0,0,63.64,32.2719,60.86,27.6393,0
Gujarat,Bharuch,PMGSY-III,8,1,5,0,3,1,84.667,53.37982,56.812,39.3225,25.947
Gujarat,Chhotaudepur,PMGSY-I,75,1,75,1,0,0,256.005,81.7572,253.505,87.9262,0
Gujarat,Chhotaudepur,PMGSY-II,4,0,4,0,0,0,41.27,26.5907,41.27,25.5476,0
Gujarat,Dahod,PMGSY-II,6,9,6,9,0,0,58.61,58.569,58.55,44.6707,0
Gujarat,"Devbhumi Dwarka",PMGSY-II,1,0,1,0,0,0,8.8,4.9974,8.8,3.7629,0
Gujarat,"Devbhumi Dwarka",PMGSY-III,7,7,1,0,6,7,71.917,51.44682,26.42,16.9134,45.494
Gujarat,Gandhinagar,PMGSY-I,28,0,28,0,0,0,54.19,7.6,53.71,8.3398,0
Gujarat,"Gir Somnath",PMGSY-I,16,0,16,0,0,0,59.95,6.9858,55.95,7.3528,0
Gujarat,"Gir Somnath",PMGSY-II,4,0,4,0,0,0,34.95,17.3059,34.95,15.4848,0
Gujarat,"Gir Somnath",PMGSY-III,4,0,4,0,0,0,36.421,24.52559,34.001,22.4871,0
Gujarat,Jamnagar,PMGSY-I,72,0,72,0,0,0,243.655,33.8307,239.925,32.6411,0
Gujarat,Kheda,PMGSY-I,206,0,206,0,0,0,391.38,73.4151,389.05,80.8753,0
Gujarat,Kutch,PMGSY-III,16,48,14,0,2,48,160.1,206.61621,143.384,82.6541,15.3
Gujarat,Mahisagar,PMGSY-I,326,0,326,0,0,0,744.42,215.8648,742.799,242.3078,0
Gujarat,Mehsana,PMGSY-III,12,0,12,0,0,0,109.792,62.84179,102.088,52.1616,0
Gujarat,Surat,PMGSY-I,155,0,155,0,0,0,443.89,103.6383,436.02,106.1618,0
Gujarat,Tapi,PMGSY-I,189,2,189,2,0,0,460.005,161.0557,459.807,167.5964,0
Gujarat,Vadodara,PMGSY-I,33,0,33,0,0,0,88.325,12.3664,88.12,13.5241,0
Haryana,Ambala,PMGSY-III,11,0,11,0,0,0,91.81,36.0116,90.574,32.1199,0
Haryana,Bhiwani,PMGSY-III,19,0,19,0,0,0,216.161,80.12683,214.033,78.5132,0
Haryana,Faridabad,PMGSY-III,2,0,1,0,1,0,11.77,4.38726,5.72,1.9845,6.05
Haryana,Fatehabad,PMGSY-III,14,0,14,0,0,0,188.226,74.79676,187.315,70.7421,0
Haryana,Gurgaon,PMGSY-I,14,0,14,0,0,0,112.59,33.8266,112.595,33.8888,0
Haryana,Hisar,PMGSY-II,3,0,3,0,0,0,28.45,24.1865,28.45,18.711,0
Haryana,Hisar,PMGSY-III,14,0,14,0,0,0,142.265,66.91083,141.505,62.8305,0
Haryana,Jind,PMGSY-I,22,0,22,0,0,0,283.08,103.4998,283.08,87.7302,0
Haryana,Kurukshetra,PMGSY-I,27,0,27,0,0,0,262.52,83.8647,261.362,81.8396,0
Haryana,Kurukshetra,PMGSY-II,5,0,5,0,0,0,42.44,28.9366,42.19,25.391,0
Haryana,Mohindergarh,PMGSY-III,8,0,7,0,1,0,75.98,30.9324,74.795,19.8546,1
Haryana,Palwal,PMGSY-I,10,0,10,0,0,0,127.435,42.2248,127.385,31.6182,0
Haryana,Panipat,PMGSY-III,11,0,11,0,0,0,80.7,42.35507,79.542,36.2714,0
Haryana,Rohtak,PMGSY-I,40,0,40,0,0,0,317.64,99.2378,317.72,93.2402,0
Haryana,"Yamuna Nagar",PMGSY-I,16,0,16,0,0,0,192.87,66.2875,192.87,66.1965,0
"Himachal Pradesh",Bilaspur,PMGSY-II,6,0,6,0,0,0,67.425,56.4592,66.315,57.1789,0
"Himachal Pradesh",Bilaspur,PMGSY-III,19,0,0,0,19,0,184.615,170.96884,0,5.8816,184.615
"Himachal Pradesh",Kinnaur,PMGSY-III,2,0,0,0,2,0,22.69,21.62738,21.675,12.5894,1.015
"Himachal Pradesh",Kullu,PMGSY-III,21,1,2,0,19,1,206.44,200.7191,70.945,59.1436,135.23
"Himachal Pradesh",Solan,PMGSY-I,184,1,184,1,0,0,1169.528,360.6669,1141.164,338.6536,0
"Himachal Pradesh",Una,PMGSY-II,9,1,9,1,0,0,85.345,75.988,83.729,77.9454,0
"Jammu And Kashmir",Anantnag,PMGSY-I,292,2,292,2,0,0,1006.53,725.3599,952.225,672.2412,0
"Jammu And Kashmir",Anantnag,PMGSY-II,8,0,7,0,1,0,38,46.4836,35.393,35.4028,2
"Jammu And Kashmir",Bandipora,PMGSY-I,64,1,63,1,1,0,321.45,218.7124,315.314,194.1931,1.2
"Jammu And Kashmir",Bandipora,PMGSY-III,6,0,4,0,2,0,24.861,19.8507,19.2,13.1811,5.461
"Jammu And Kashmir",Budgam,PMGSY-I,150,4,150,3,0,1,600.65,453.9842,583.66,431.4062,0
"Jammu And Kashmir",Budgam,PMGSY-II,6,0,6,0,0,0,45.1,51.6965,42.25,36.3514,0
"Jammu And Kashmir",Kathua,PMGSY-I,209,32,199,32,10,0,1475.163,961.20406,1424.676,843.6006,34.442
"Jammu And Kashmir",Kulgam,PMGSY-II,4,0,4,0,0,0,21.55,27.004,18.69,17.7407,0
"Jammu And Kashmir",Kupwara,PMGSY-I,162,9,162,9,0,0,765.43,561.5127,744.819,522.9285,0
"Jammu And Kashmir",Poonch,PMGSY-II,4,0,4,0,0,0,37.2,36.9502,37.2,32.2794,0
"Jammu And Kashmir",Ramban,PMGSY-I,88,18,84,17,4,1,787.775,488.2015,771.11,529.097,10.795
"Jammu And Kashmir",Ramban,PMGSY-III,9,0,6,0,3,0,72.358,74.82583,59.205,55.6876,13.15
"Jammu And Kashmir",Samba,PMGSY-I,65,4,65,4,0,0,256.779,143.4863,250.064,125.0254,0
"Jammu And Kashmir",Samba,PMGSY-III,6,3,5,0,1,3,22.305,75.529,19.12,29.8582,3.175
"Jammu And Kashmir",Shopian,PMGSY-I,85,0,85,0,0,0,290.15,172.09632,287.404,150.2352,0
"Jammu And Kashmir",Udhampur,PMGSY-III,14,2,6,0,8,2,157.6,199.78726,69.445,82.2412,86.705
Jharkhand,Chatra,PMGSY-II,10,0,10,0,0,0,102.992,52.67682,102.985,44.6036,0
Jharkhand,Chatra,PM-JANMAN,3,0,0,0,3,0,3.96,3.2842,0,0,3.96
Jharkhand,Deoghar,PMGSY-III,18,2,5,0,13,2,160.47,105.2488,66.684,64.6221,92.289
Jharkhand,Dhanbad,PMGSY-I,101,0,101,0,0,0,289.445,80.8792,285.709,76.2936,0
Jharkhand,Dumka,PMGSY-III,23,3,12,0,11,3,224.1,166.3037,120.86,95.9761,103.15
Jharkhand,Dumka,PM-JANMAN,2,0,0,0,2,0,3.26,3.8436,0,0,3.26
Jharkhand,Godda,PMGSY-I,157,15,157,15,0,0,586.195,235.78493,576.343,236.8575,0
Jharkhand,Godda,PMGSY-III,17,4,0,0,17,4,157.77,113.9466,0,20.1123,157.77
Jharkhand,Gumla,PMGSY-III,23,6,20,0,3,6,219.8,137.51727,198.842,164.8604,17.3
Jharkhand,Khunti,PMGSY-II,11,0,11,0,0,0,136.355,89.8822,135.975,69.6886,0
Jharkhand,Khunti,RCPLWEA,53,13,49,13,4,0,333.312,316.83841,330.99,299.9362,1
Jharkhand,Koderma,RCPLWEA,1,0,1,0,0,0,23.66,17.6847,23.66,21.5079,0
Jharkhand,Lohardaga,PMGSY-I,122,8,122,8,0,0,532.271,184.77132,518.791,183.4775,0
Jharkhand,Pakur,PMGSY-I,164,10,162,10,2,0,699.33,257.0937,680.765,231.3244,0
Jharkhand,Palamu,PM-JANMAN,6,0,0,0,6,0,18.935,16.7886,0,0,18.935
Jharkhand,"Pashchimi Singhbhum",PMGSY-I,467,40,462,33,5,7,2203.987,909.47745,2159.914,864.9961,10.95
Jharkhand,"Purbi Singhbhum",PMGSY-III,17,12,5,0,12,12,178.091,151.07022,120.285,65.2188,56.928
Jharkhand,Ramgarh,PMGSY-I,112,9,112,9,0,0,398.595,142.54375,383.529,109.2116,0
Jharkhand,Ranchi,PMGSY-II,10,0,10,0,0,0,113.575,70.3437,112.405,56.6188,0
Jharkhand,Ranchi,RCPLWEA,1,1,1,0,0,1,5.54,8.2123,5.54,7.6573,0
Jharkhand,Ranchi,PMGSY-III,22,2,4,0,18,2,203.407,130.5189,50.399,33.3562,153.008
Jharkhand,"Saraikela Kharsawan",PMGSY-II,7,0,7,0,0,0,52.16,30.79855,52.045,28.775,0
Karnataka,"Bangalore R",PMGSY-I,114,0,114,0,0,0,591.9,106.2548,591.9,109.9389,0
Karnataka,"Bangalore U",PMGSY-III,12,0,11,0,1,0,108.44,88.1428,105.03,73.3249,3.42
Karnataka,Bellary,PMGSY-III,29,1,25,1,4,0,214.017,132.70317,190.415,121.4961,19.26
Karnataka,Bidar,PMGSY-I,97,0,97,0,0,0,507.76,102.6897,507.76,118.0037,0
Karnataka,Bidar,PMGSY-II,10,0,10,0,0,0,70.02,34.0262,69.48,33.7712,0
Karnataka,Chickmagalur,PMGSY-I,118,1,118,1,0,0,572.31,122.8202,572.31,139.3843,0
Karnataka,Chickmagalur,PMGSY-III,29,14,29,12,0,2,223.918,184.03962,222.42,183.7675,0
Karnataka,Chitradurga,PMGSY-II,10,0,10,0,0,0,69.78,32.4102,69.29,33.5742,0
Karnataka,"Dakshina Kannada",PMGSY-I,138,2,138,2,0,0,534.93,163.3416,534.93,208.7448,0
Karnataka,Davanagere,PMGSY-I,161,0,161,0,0,0,625.34,131.3145,622.735,160.5346,0
Karnataka,Dharwad,PMGSY-I,65,1,65,1,0,0,438.49,91.2239,438.295,103.9181,0
Karnataka,Gulbarga,PMGSY-II,7,0,7,0,0,0,90.93,42.5675,89.62,41.1667,0
Karnataka,Hassan,PMGSY-I,199,0,199,0,0,0,628.11,129.815,628.46,145.1988,0
Karnataka,Hassan,PMGSY-III,43,2,42,2,1,0,222.345,160.76095,218.376,154.1472,2.17
Karnataka,Haveri,PMGSY-II,12,0,12,0,0,0,70,30.4975,69.035,29.6601,0
Karnataka,Kolar,PMGSY-II,10,0,10,0,0,0,64.99,24.0913,64.95,24.9098,0
Karnataka,Raichur,PMGSY-I,138,4,138,4,0,0,763.582,148.9996,763.582,159.5051,0
Karnataka,Ramnagar,PMGSY-I,74,0,74,0,0,0,282.09,46.1142,282.09,53.2614,0
Kerala,Kasaragod,PMGSY-III,13,0,4,0,9,0,70.907,55.63142,23.831,13.1511,46.739
Kerala,Kottayam,PMGSY-II,13,0,12,0,1,0,42.982,32.1583,41.428,25.7073,1.253
Kerala,Thrissur,PMGSY-I,113,0,113,0,0,0,229.874,82.2317,229.152,91.0409,0
Kerala,Thrissur,PMGSY-II,11,0,11,0,0,0,35.671,22.2808,34.788,16.919,0
Kerala,Thrissur,PMGSY-III,28,0,9,0,19,0,122.979,99.52075,52.527,39.936,69.556
Kerala,Wayanad,PMGSY-II,7,0,7,0,0,0,36.5,34.0362,36.37,26.6839,0
Ladakh,Leh,PMGSY-I,40,0,39,0,1,0,499.73,317.1121,409.105,254.6328,8
Ladakh,Leh,PMGSY-II,5,0,5,0,0,0,36.03,33.0628,35.992,27.4632,0
"Madhya Pradesh",Alirajpur,PMGSY-II,3,0,3,0,0,0,38.55,24.43456,38.82,21.0181,0
"Madhya Pradesh",Barwani,PMGSY-II,11,18,11,18,0,0,104.689,90.48632,104.694,70.5735,0
"Madhya Pradesh",Betul,PMGSY-III,35,26,26,0,9,26,378.413,351.13862,360.987,213.1453,9.338
"Madhya Pradesh",Bhind,PMGSY-I,425,1,425,1,0,0,1392.868,399.4797,1364.16,354.1227,0
"Madhya Pradesh",Bhopal,PMGSY-II,2,1,2,1,0,0,51.23,42.4647,50.202,36.7711,0
"Madhya Pradesh",Chhatarpur,PMGSY-I,485,4,485,4,0,0,1920.965,532.60199,1869.575,512.6195,0
"Madhya Pradesh",Chhindwara,PM-JANMAN,21,0,0,0,21,0,92.8,71.7747,0,0,92.8
"Madhya Pradesh",Damoh,PMGSY-II,6,4,5,4,1,0,138.571,79.7324,136.31,71.5239,2.2
"Madhya Pradesh",Datia,PMGSY-II,3,0,3,0,0,0,44.542,29.9998,44.542,24.1808,0
"Madhya Pradesh",Dindori,PMGSY-II,7,4,7,4,0,0,83.21,53.39352,79.117,56.6235,0
"Madhya Pradesh",Guna,PMGSY-I,322,2,322,0,0,2,1330.761,460.9418,1284.584,418.2637,0
"Madhya Pradesh",Harda,PMGSY-III,11,9,7,5,4,4,117.94,84.12113,103.752,62.39,13.57
"Madhya Pradesh",Jhabua,PMGSY-II,7,7,7,7,0,0,89.85,52.26852,89.38,46.7523,0
"Madhya Pradesh",Katni,PM-JANMAN,1,0,0,0,1,0,3.5,2.84269,0,0,3.5
"Madhya Pradesh",Morena,PMGSY-III,22,13,16,8,6,5,269.264,218.71788,254.268,150.6566,8.86
"Madhya Pradesh",Narsinghpur,PMGSY-II,5,1,5,1,0,0,74.675,42.6407,69.356,38.9112,0
"Madhya Pradesh",Panna,PMGSY-I,317,8,317,8,0,0,1511.53,484.9912,1421.678,483.1647,0
"Madhya Pradesh",Panna,PMGSY-II,5,2,5,2,0,0,57.4,44.7128,55.681,40.1113,0
"Madhya Pradesh",Rewa,PMGSY-III,32,5,30,5,2,0,332.595,206.99358,324.285,149.2111,3.3
"Madhya Pradesh",Sehore,PMGSY-I,361,11,361,11,0,0,1568.35,497.53073,1503.002,510.6599,0
"Madhya Pradesh",Sehore,PMGSY-II,5,9,5,9,0,0,82.1,89.77582,79.476,80.1687,0
"Madhya Pradesh",Seoni,PMGSY-I,803,13,803,12,0,1,2999.1,866.4368,2891.903,834.0206,0
"Madhya Pradesh",Seoni,PMGSY-III,19,25,19,21,0,4,312.185,260.39721,307.122,189.5326,0
"Madhya Pradesh",Shahdol,PMGSY-III,20,3,17,1,3,2,196.28,120.3251,171.461,68.417,24.705
"Madhya Pradesh",Sheopur,PMGSY-III,15,18,13,16,2,2,162.54,159.64219,154.469,111.7076,6.19
"Madhya Pradesh",Shivpuri,PMGSY-III,25,11,24,8,1,3,340.067,276.18536,333.523,181.5587,0.5
"Madhya Pradesh",Tikamgarh,PMGSY-II,10,0,10,0,0,0,87.67,51.12496,86.296,38.9168,0
"Madhya Pradesh",Ujjain,PMGSY-I,517,7,517,7,0,0,1882.956,653.51385,1836.344,657.7292,0
"Madhya Pradesh",Ujjain,PMGSY-II,11,4,11,4,0,0,123.983,85.20652,118.528,72.5698,0
"Madhya Pradesh",Umaria,PM-JANMAN,10,0,0,0,10,0,30.75,21.3911,0,0,30.75
Maharashtra,Beed,PMGSY-I,225,31,225,31,0,0,854.19,172.0928,845.04,176.1568,0
Maharashtra,Beed,PMGSY-III,35,3,6,0,29,3,224.36,198.08618,78.6,81.2377,145.76
Maharashtra,Bhandara,PMGSY-II,10,0,10,0,0,0,66.61,36.1044,65.785,32.312,0
Maharashtra,Jalgaon,PMGSY-III,29,2,2,0,27,2,196.65,160.343,30.66,49.2631,165.83
Maharashtra,Jalna,PMGSY-I,175,65,175,65,0,0,818.15,230.2545,810.626,232.4458,0
Maharashtra,Kolhapur,PMGSY-II,12,0,12,0,0,0,70.77,34.5714,69.68,34.0056,0
Maharashtra,Nagpur,PMGSY-II,14,4,14,4,0,0,102.03,67.7418,99.349,51.8516,0
Maharashtra,Pune,PMGSY-III,47,1,2,0,45,1,302.635,256.12758,51.5,92.1183,250.955
Maharashtra,Raigad,PMGSY-I,88,2,87,2,1,0,321.595,115.5063,307.79,128.7003,4.65
Maharashtra,Satara,PMGSY-II,18,0,18,0,0,0,111.795,57.3397,107.28,51.7698,0
Maharashtra,Sindhudurg,PMGSY-I,133,7,133,6,0,1,472.33,167.5529,462.475,167.7046,0
Maharashtra,Sindhudurg,PMGSY-II,17,3,17,3,0,0,81.782,53.8889,94.798,52.4985,0
Maharashtra,Thane,PMGSY-II,4,0,4,0,0,0,31.307,14.1871,31.107,12.2026,0
Maharashtra,Wardha,PMGSY-III,17,17,16,0,1,17,104.12,112.96683,100.531,67.8284,1.47
Maharashtra,Washim,PMGSY-II,6,1,6,1,0,0,39.38,24.2801,39.38,21.3985,0
Maharashtra,Yavatmal,PMGSY-III,30,27,26,0,4,27,240.7,232.75546,207.92,164.6556,31.04
Manipur,Bishnupur,PMGSY-II,7,0,5,0,2,0,35.57,28.9618,34.22,19.8954,1.45
Manipur,Chandel,PMGSY-I,218,15,192,10,26,5,1606.94,684.57053,1550.292,628.0793,33.63
Manipur,Chandel,PMGSY-II,3,0,1,0,2,0,13.68,12.0844,10,6.897,3.68
Manipur,Churachandpur,PMGSY-III,3,0,0,0,3,0,22.14,18.76678,0,0,22.14
Manipur,Senapati,PMGSY-III,10,0,0,0,10,0,103.1,82.47903,0,0,103.1
Meghalaya,"East Khasi Hills",PMGSY-I,191,3,189,3,2,0,742.539,365.36525,733.579,348.7814,2.533
